"protein.id","Adrenal","BAT","Brain","Eye","GAT","Heart","Kidney","Liver","Lung","MAT","Muscle","Pancreas","Prostate","SCAT","Skin","Small","Spleen","Stomach","Testis","Thymus","Tongue","Urinary"
"Q9CQH3",51166233,157982000,7728995,18555567,39006375,266914250,27974725,47313575,11670050,35113550,158554750,25627425,50365125,46895025,59792825,11926850,7273410,19455075,4210985,10731150,243433500,13982833
"Q9CQN6",283706,4308805,112067.6,112287.8,1066071.5,1108904.8,564174.5,861517.5,257942,747399.2,576973.2,845266,134277.3,569844.8,257106.2,337875.5,400190.2,470883.5,49394.5,216584.5,33829.4,NA
"Q9CQS4",2243986.7,3939572.5,1329300,822845,874197,4698790,1939985,732854.2,515002,1200560,906805.2,389448.5,481563.5,1652960,850089.5,578572,777088.5,427784,216438.8,523093.5,1979927.5,573893.7
"Q9CQS8",14987367,12028350,3770302,8554247,9334728,3387308,8275475,9812558,7156520,9041802,12999575,84764400,7112328,8712610,6155618,10554358,9611452,5898802,4453928,11125665,3315160,4298217
"Q9CQU3",4001710,5224585,1972565,5002427,5021440,1579850,16356075,9922685,3059988,3645302,2669805,3551872,6487065,4389740,4227475,11823950,4333728,3655210,2476975,5097868,1706698,3756967
"Q9CQV4",2092800,2130977.5,1051144,2412496.7,2133235,517196.5,1407362.5,1364712.5,713391.2,1576975,1483215,1054962.5,521472,1551930,654552,2976237.5,1764427.5,437857,1142297.5,3102965,456705.5,1170990
"Q9CQX2",98503300,124456000,31058825,73431633,193456250,49031850,61258775,70773500,45335625,122596500,45449475,278797500,71916475,74592175,74292250,103917950,17440175,25342025,23882925,30618775,62231750,68932167
"Q9CQX5",1954820,1310577.5,1764572.5,1564206.7,2122290,827180.8,2211557.5,2381032.5,1439837.5,1334695,1274950,2450200,2695502.5,1491345,3525587.5,4335017.5,2023740,1887745,1344675,2587055,1448735,2480236.7
"Q9CQY5",14872800,17457825,1340741,8171527,22112150,2912998,20988025,8746725,6472298,12332225,4967650,18233825,9297178,17634975,7315090,18233600,9740718,5871082,2763042,9576940,2067770,9022500
"Q9CQY9",NA,20973.6,NA,154973.33,NA,NA,NA,NA,NA,NA,43284.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,112587.88,NA
"Q9CQZ0",183096.3,263038.5,NA,199959.5,389019.8,NA,432770.2,597055.2,204715.5,190171.5,NA,547098,299295,252715.8,NA,682844.5,128725.8,332958.2,169710.5,149709,NA,129276.6
"Q9CQZ6",26145567,80035350,4238748,9789837,16110725,81944900,9019682,22905100,3842948,16722400,63729600,7634772,24348300,22832225,23469275,6874312,3234485,10883800,1345638,5175180,149409500,8871997
"Q9CR20",11737900,19807575,4539078,13107267,22541875,4995415,14728150,24467825,5750275,11361775,15343575,39493900,12924775,11526282,3826982,19390925,9273218,4478972,6484415,13554125,3125880,9568453
"Q9CR22",330633.3,577532.5,374284.2,575398.7,631763.8,638598.5,110440.1,336813.2,537146,455452.2,1225842.5,333016,374276.2,712448.8,NA,100205,436730.2,260955.5,151049,258682.8,NA,208791.7
"Q9CR23",2025170,1988812.5,5057850,5886980,2062865,505102,9437350,4282462.5,602607.2,995222.2,487286.5,3223402.5,828942.8,2082177.5,607369.5,645500.5,1659292.5,1214482.5,784793,1802102.5,453535,1180926.7
"Q9CR33",393609.7,155185.4,617369.5,340179.3,249825,139460.5,410359.5,383575.8,633704,352069,123581.2,3780935,2470387.5,300824.5,598904.2,747673.5,414491.8,1576327.5,NA,235961.5,128529,1336623.3
"Q9CR60",7427270,10248212,5032438,9837580,8839540,2819442,4199132,2528620,3645842,5620652,8055215,14422750,8242225,7625218,8692602,5727832,6019430,4390842,4713620,10063680,2399414,6278737
"Q9CR62",63422367,142147000,15344025,47749867,39423000,594267750,48726725,44500500,23908900,34331075,222599000,17380525,63000400,57291700,58379125,16183575,16663250,19067300,2048850,12729000,338160250,19889833
"Q9CR67",18993833,15792175,12410075,21197767,12574175,4512242,38110425,17397450,9032880,10855600,2353112,19043900,8662962,12581825,7901268,27031075,10929520,9794048,10243270,15508075,2970570,14051167
"Q9CR76",2172166.7,3986952.5,NA,308903.3,1085750.5,6411412.5,832102.2,838515,203411,666156.8,2140207.5,118972.8,644675.2,1227075,730178.5,462832.8,266262,273782.8,NA,212581.7,3629222.5,326143.7
"Q9CR89",2960503.3,2195600,2083242.5,3665750,2894277.5,825824.8,5279597.5,3536055,1708770,2435467.5,750694,8110677.5,6252970,3361877.5,2415970,6476250,3011670,2104487.5,3880627.5,2716360,886687.5,2379823.3
"Q9CRA4",6220126.7,1136347.2,3640832.5,6605080,1477607.5,281765.8,3730752.5,4300635,1948175,1875865,NA,1790400,1475090,1352815,16426475,7666427.5,1995445,3573977.5,3216212.5,2310085,719733,4886666.7
"Q9CRC0",14249733.3,11348255,2979992.5,7353080,19630525,1012550.5,10531385,29551775,8549780,9463680,1378788,70489575,14251775,13875375,20622725,10288315,7762532.5,4647917.5,9382462.5,7844410,567470.8,7015183.3
"Q9CTG6",727273.3,432962.5,636990.8,823713.7,955251.8,125743.6,177762,548179.5,572019.5,1437847.5,188740,2023860,556769.5,2673057.5,901227.5,362108.8,3007457.5,358511.5,794921,1630047.5,462572.5,522207
"Q9CUS9",93432.27,NA,NA,119803.33,NA,NA,NA,NA,36925.63,34418,NA,NA,51104.45,87571.5,137116.25,198599,111256.5,94560.8,162058.75,153227,NA,84753.5
"Q9CX30",1637563.3,2779715,3223667.5,2281656.7,2049860,2393352.5,1418844.2,1345550,1377562.5,1531885,967258.2,4105942.5,1192492.5,3968662.5,1185669.2,1470330,3055195,558685.8,2328062.5,2492747.5,684376.2,598892.7
"Q9CXB2",180445.33,NA,NA,NA,904130.75,58313.8,NA,NA,535048.75,548232.75,NA,NA,NA,376995.75,571118.25,NA,NA,NA,NA,89646.45,NA,296477
"Q9CXD6",1723700,3205452.5,NA,309817.3,1245800,2785940,1278847.5,250620.2,352189,1399035,503154.2,275256.8,1007706.2,1134887.5,1593985,254319,206664,386807.8,112127.8,240840.5,2742680,249398.7
"Q9CXJ4",6674070,17279625,724483.2,1667153.3,2781442.5,26195925,4771775,2228240,861161.2,4045792.5,10215145,642679.5,1211465,4888207.5,2812280,1387055,500430.5,1294277.5,745721.8,927325.2,20422175,1018006.3
"Q9CXT7",4129173.3,4435722.5,636160.2,3425390,6466577.5,900348,2259777.5,1182472.5,816255,3658680,636719.5,1856390,1186200,5319847.5,2988312.5,995037.2,2216402.5,1016285,1334060,2978985,1102890,840610.3
"Q9CXY9",6122197,5682325,4417528,5055760,7208500,2000628,4653525,2504568,2944212,4459450,1068760,3608082,2670530,4939952,3386295,7910722,4718170,2276038,4775172,4512500,1338978,2170937
"Q9CY24",1128826.7,2285150,420003,536634.7,2497277.5,735648,2971612.5,2516052.5,1499315,2194257.5,649417.8,727080.2,336735.2,3018602.5,1930920,2145695,2420352.5,846719.5,267010.8,2027632.5,255087,394952.3
"Q9CY27",41051633,67749425,12848700,32721333,45615375,10085735,37600325,25212075,10848625,36507125,29332300,27180375,19429725,41585600,19612175,21672775,10687490,7712505,10037722,15070950,6364132,18636333
"Q9CYN2",12616767,11182900,4061355,8630203,12585500,2725500,8109765,16802250,8837350,9446710,6781002,63133475,16421050,13041475,12725500,13403025,16707175,5779988,7181930,11798250,3405575,7465427
"Q9CYN9",5191550,2252942.5,6600725,8904233.3,2076520,809778.5,3281837.5,3230052.5,1405230,1758670,1249787.5,2021875,1930545,2087600,1456825,3257310,2658585,2126152.5,3026242.5,4651435,866745.8,1729673.3
"Q9CZB9",665981.7,2001962.5,226007.8,524904.3,690899.2,127543.5,967074.8,524279,537666.8,697828.8,410005.5,666637.2,145893.8,693121.2,169976,1021198,640799.8,326769.8,1554622.5,959576.2,NA,479642
"Q9CZW4",1634636.7,2687872.5,7699517.5,27923133.3,1320190,401685,3112940,1483655,823198.8,1401090,836073.2,1449490,1761105,1758067.5,848219.8,2282547.5,1690402.5,2172182.5,6365227.5,4323307.5,875420,2140256.7
"Q9CZW5",15594033,19639275,7349382,11045467,8961978,17626375,3517835,8207780,4099922,9575085,15976650,2874655,5623472,13576450,1212092,3611180,4615585,4213012,3216300,4712578,9975735,5052343
"Q9CZX9",12729733,23924125,9169900,10582770,17320650,5328895,14002050,7633100,4654432,11984575,5975552,9943738,4494262,13017425,5132698,7436578,7265442,3268200,3994372,9888105,2911722,4742593
"Q9D0V7",996247.7,1175095.8,1638460,1719823.3,780980.2,923823.8,1429695,2375207.5,497124,826817.5,3844022.5,1708347.5,1040566.5,1431350,550154.7,925320.2,1060070.8,967263.2,363989.2,918101,NA,786416.3
"Q9D132",712026.3,NA,NA,546624.7,1568375.3,NA,853676.5,4170550,166195.1,1285723.3,NA,NA,3169872.5,NA,NA,NA,NA,NA,NA,396971.5,NA,31422153.3
"Q9D162",1306020,2767587.5,1238194,1573483.3,966915.2,2120077.5,985925,2177710,606795.8,1081882.5,7358405,1309535,619801,1210613.5,1196392.5,1830895,1185821,620692.8,254582,1234805,895965.2,330454.3
"Q9D164",6707106.67,1476977.5,19107250,3734570,337437.25,307499.25,387090.75,80302.05,145417.75,802639.25,2967820,1117177.5,1151597.5,391333.25,622391,721520,184536.25,807678,3865500,238651,4789285,601613.33
"Q9D1D4",34059767,46971050,14721700,32784567,42487275,16703625,39887050,52072800,17121675,31585900,29702050,91458400,45784000,37126275,31409650,47789400,29197225,25018000,16542675,27497275,11433830,24246067
"Q9D2C7",2010093.3,4210260,216553,1257586.7,3180492.5,1174455.5,8103392.5,7576600,1943162.5,2540412.5,1313720,1846140,2493860,2330800,1591742.5,7633237.5,1832362.5,1467300,990590.8,2608137.5,942456.2,1104470
"Q9D2R6",20362533,39484675,1635570,8105980,5789405,33461900,7996892,14534350,2604670,5587770,18171150,3980960,8470158,9161282,3849300,5920568,2237730,5386155,618230,3082030,33146575,5108260
"Q9D304",488683.3,NA,407115,152293.5,NA,976027.5,1437865,2526537.5,NA,107103.9,278759.5,412953.8,1146650,NA,139182,7624825,NA,1980822.8,118844.8,515584.2,NA,1745296.7
"Q9D3A9",96256.07,NA,9125892.5,8833793.33,40839.13,NA,NA,NA,55854.47,NA,203655.55,1182270,43768.23,NA,77585.3,59844,67771.73,31186.04,496338.75,NA,NA,NA
"Q9D3B1",12227300,21660350,1154381.5,4679913.3,65644400,1883635,13182500,7783405,3385625,19928775,NA,3610017.5,13290325,14555850,10485750,4049927.5,1211653.2,1347067.5,4931700,6503550,565961.5,7971516.7
"Q9D4F2",2036293.3,3557020,2918267.5,1974896.7,3373767.5,553284.8,2428897.5,997755,782614.8,2001957.5,214554.5,1148430.8,522167.8,2611042.5,1297785,3787615,1142282.8,697482.2,1439095,1392735,220443.3,525864.7
"Q9D517",29315100,82314900,10660538,84376467,22193975,15662000,32101175,7909598,5190205,17905175,2202562,3321225,2891185,17632250,6596142,9730742,6966635,2294555,14677800,22735575,4712430,4678567
"Q9D665",126002.33,92722.62,60364.15,573415,179000.75,NA,627412.5,1087596,30642.67,160814.75,NA,199666.5,111435.55,171160.5,1129357.5,305804.25,35127.1,83673.12,11823.35,50948.62,NA,1255810
"Q9D666",776433.7,450783.5,176270,502269.7,347991.5,215893.8,333512,142580.3,312298,442982.2,312292.5,441154,188131,351724.5,1214937.5,812721.2,332098.5,425320.8,918772.2,266101.2,277036.5,493308.7
"Q9D6G9",167595,176389.5,4140887.5,2473353.3,NA,NA,NA,NA,NA,NA,NA,NA,71598.7,293461.5,296114,NA,NA,164677,NA,NA,324067.8,NA
"Q9D6I7",393778.33,947346.75,238914,546406,735043.5,173592.5,757716.5,445968.25,318449.5,643303.75,386079.5,839735.75,758165.5,1062311,950944,477158.25,834541.5,257702.75,66459.98,760938.75,516929.75,413128.67
"Q9D6J1",1037370,273515.2,1275292.5,21609433.3,3656420,1659885,265563,231052.5,1610200,1095400.5,NA,1089903.2,NA,1589675,7189387.5,2599957.5,881027.8,803612.2,NA,309277.2,616051.3,346446
"Q9D6K5",6898337,11718875,1773820,3855860,4459668,8979192,3808268,9282645,3080535,4201280,24120175,4792620,5429322,6664695,4323120,3825812,3461918,3196308,1825818,3811640,11792975,2901687
"Q9D6U8",19960367,75558125,2673750,12147667,8432805,154430000,9257345,27568525,4506052,9339682,81084350,2839068,19903225,18677975,12599950,4682988,3157090,9122370,3329742,3704710,101612450,9203500
"Q9D771",500854,384411.5,388743.8,797210.3,437919.2,367890,3150292.5,902259.8,662478.5,1121642.5,82784.7,2761060,286700,1062974,608392.8,880611,4931990,263960.8,8975735,3175702.5,273010.2,218071.7
"Q9D7B7",4886646.7,3775665,282538.5,2138386.7,2319045,759880,564074.2,195212.8,1820390,2186187.5,345182,629375.2,588568.8,5161282.5,4850740,705375,764988.5,837139.8,622691.8,1216607.5,818458.8,1603330
"Q9D7D7",NA,NA,NA,143323.33,NA,NA,NA,NA,78978.15,NA,NA,131878.6,443009.75,NA,212260.25,810044,NA,184424.95,104863.82,28787.42,NA,1229983.33
"Q9D880",5897150,7250042.5,427106,1357046.7,2949605,8769535,2801797.5,2904597.5,985129.8,4178450,4900397.5,1194257.5,3752370,5202425,2105885,1013065,855895.5,1552707.5,582999.8,1195842.5,11676700,1349176.7
"Q9D882",2520116.7,3047190,7604017.5,9247693.3,597105,1534490,1002104.5,1897610,2039540,375145.8,3437537.5,4016832.5,2311017.5,354994.5,981957.2,5966795,448541.5,1903875,966993.8,4358750,895264.2,5801140
"Q9D8B1",271996.67,325120.25,413981.75,1357443.33,230273.25,887841.5,1103127.5,124242.27,716121,180615,176769,2340955,277798,123483.1,282347.25,1003454.75,211743.5,550376.75,66094.55,426608.25,194984.75,233443.33
"Q9D8B6",3227186.7,2546792.5,161636,939767.3,1583040,1818100,642959,6729640,640838,1681850,1025628.8,2481777.5,3627612.5,1643510,1663945,492035.2,381763.5,835921.5,298672.2,197136.2,1300962.5,1366853.3
"Q9D8H7",2029343.3,1281550,NA,504185.7,1259882.5,6037495,810389.2,834837.5,1009414.8,1064010,3088045,487125.5,1141040,1349682.5,1427547.5,566794.5,381695.8,637161,NA,357970.2,7845882.5,1006057.3
"Q9D8I2",68276.87,49731.32,585533.25,131899,162967,45771.9,NA,121152.25,176100,1095932.25,NA,74762.55,67258.57,819199.5,250375.25,227705.25,4982260,48899.43,65204.2,1387262.5,95567.83,82382.17
"Q9D8K8",457025,423199.25,NA,50232.8,54546.4,NA,95197.4,187103,NA,38536.4,NA,NA,70973.05,77435,NA,NA,36602.3,27331.08,99583.23,NA,NA,NA
"Q9D8N3",1155609,71912.45,177096.67,1446133.33,NA,NA,908776.25,NA,114591.6,512656,NA,NA,NA,272195,1581132.5,1908200,924721.5,446531,408100,802700.25,NA,NA
"Q9D8V7",1828090,1816547.5,2393060,2806863.3,2485552.5,215596.7,524057.5,956497.2,1200990,3006275,580955.5,66271700,9137120,3497977.5,1214510,6270217.5,6997075,2674995,756070.2,2958602.5,668628,2656420
"Q9D8Y1",10182696.7,17959600,754217.8,3051480,3874895,26717650,3450030,8325702.5,1018141,4058557.5,12283000,796823.8,4759810,6134825,5895682.5,1557177.5,922101.2,1497400,743147.5,1071080,31967375,1885826.7
"Q9D958",17496766.7,11315891.5,8099745,16770300,16941360.2,4262947.5,16390350,31216150,3944358.5,10826615,10537420,379917,245943.8,15492706.4,2003620.5,135716,350568,6686822.5,227322,3164082.5,4435530,10872646.7
"Q9DAM7",294362.33,NA,NA,607226,72360.03,NA,NA,NA,572435.25,66608.67,NA,229080.25,148651.5,NA,282353.75,248953.75,NA,74935.65,118212.48,187197.75,NA,148908.33
"Q9DAV9",328725.7,3116987.5,316136.8,424881.7,1649402.5,528878.5,1218480,1723520,694462.8,619547.5,3686552.5,605167.5,296010.2,630004.8,1058047.5,394483.2,319250,600203.2,638392.5,243555.8,665392,292135
"Q9DB43",3591473,5518402,1154152,4405693,2525730,1747352,4144742,5583392,1597970,2692358,2095468,8846752,5601888,3921868,1199085,1827100,2667600,1945998,1477930,2931078,1724890,3101930
"Q9DBG6",42725533,41156575,17846125,40995267,76771700,8934290,51872475,45904175,34910325,51416875,12026550,108492825,38948825,43868725,34778700,66934550,32057975,26121825,38914500,40778400,10530845,25719100
"Q9DBH5",58979967,63460775,21477775,38899733,48827825,25662075,88410350,133767750,27015175,49549675,32762625,113611500,98887100,59453525,42522775,110318500,51287650,34621025,36476100,55501875,17611400,40928167
"Q9DBP0",NA,NA,NA,235844.3,198110.8,NA,920078,NA,25208500,150820.8,NA,NA,503964.5,NA,248715.2,5584440,NA,199935.4,314449.5,262351.2,NA,125342.8
"Q9DBU0",2273113.3,1548682.5,224250.2,1145063.3,1446750,580927,2247412.5,1823950,1307920,1321610,263053.8,2890867.5,4936505,1667957.5,1930702.5,5494760,1642665,2491032.5,263264.8,1003018.8,1016289.5,1319256.7
"Q9DC16",18687467,13041700,12862175,21286900,16626500,2426410,16953075,14420650,7355502,11453275,2136175,28581275,51227725,18715525,14168975,17694375,10612788,12134425,4390400,9028475,3952580,35129100
"Q9DC60",1234753.3,1194197.5,659093,1411300,494704.8,743308.8,1973472.5,583047,274327,463889.5,713610.8,1013717.8,878332.2,574379,382115.5,736858.8,558337.2,365503,426243.2,519936.8,706677.5,430186.7
"Q9DCC3",387543.33,182953.5,32581.03,533066,NA,124065.27,403671.75,321900.25,91077.1,51929.5,214408.75,191961.92,42265.55,60717.38,53566.97,337631,84661.27,117764.25,146697.5,131701.25,NA,107115.3
"Q9DCC8",43240300,48382200,2100950,9279703,14518375,61015350,8747790,13689375,4420512,12006008,18326025,1406525,11024562,15638550,2780282,2471820,5218368,5103548,2317558,6049075,35601750,3442605
"Q9DCF9",1355866.33,345771,70168.47,1804240,482179.25,81747.4,272517,568549.75,1723067.5,289686.25,254514.33,26673775,1091402.75,228169.25,1426760,1125715.75,327634.25,1411590,604301,2879485,732333.5,1211863.33
"Q9DCI3",3032633,3048685,1999422,2583270,4326668,1257145,3133328,3244630,4039012,4435830,923442,1487740,1768888,11707575,2940558,2574850,6181908,1180275,1766982,5115560,1918330,1201977
"Q9DCU2",244753,1008665.5,2980007.5,312409.67,4623347.5,NA,22574700,6763237.5,5881195,617253,509879.25,91653.35,5900790,2761647.5,737535.75,1129961,NA,12733400,NA,66314.88,2770677.5,5347980
"Q9DCZ4",25276200,79325425,4820272,8025593,10948790,113768100,10310462,14707100,3981218,12558175,58638650,2932038,14251575,21393325,10600172,3534368,1773130,5243165,1024192,3156750,136900750,6075903
"Q9DCZ9",58094.2,NA,94170.2,119989.67,144715.25,NA,465391,NA,118249.15,77531.55,NA,294665,48271.27,140098.25,82019.53,57805.27,278135.75,57711.62,902258.5,139816.75,NA,26707.7
"Q9EP73",418645,1140231.75,38100.65,101413.5,453171.25,NA,63039.07,NA,177051.25,330433.5,NA,629866.25,NA,344262.25,204286.5,53289.53,786028,34522.93,NA,964192,55434.95,53956.7
"Q9EPE9",8941770,7095077.5,5261822.5,8517263.3,8453952.5,1940682.5,14177525,7325067.5,4298425,7704997.5,629560.8,33532800,5654045,8134902.5,2438425,17483875,8877165,4778672.5,5453600,9607177.5,1773107.5,7329210
"Q9EPS3",831176.3,413983,265165,994307.3,364998,162412.8,264817.8,533173,355854.2,402441,106495.9,344957.2,1391385,706974,733047.8,988484.5,456257.2,474458.5,185013.2,485703,699544.2,1014627
"Q9EPW9",94714.43,NA,23732.85,NA,202334.25,NA,41246.43,NA,103465.57,258067.75,NA,NA,60474.53,260415.5,188751.75,124207,760133,34327.17,NA,241999.75,NA,40474.93
"Q9EQ31",NA,NA,NA,69472.77,28131.8,614955,358941.5,NA,124012,63725.35,NA,NA,NA,80031.12,281833.75,60582.15,47403.62,16853.73,3177897.5,170780.25,NA,98813.37
"Q9EQC1",1195530,1457165,276040,244080.7,444973,297744.2,683393.8,14464300,341881.8,785317.5,NA,1461562.5,473666,1291145,926689.2,734341.2,950266,329204.5,399266.2,371102.2,422998,319014.7
"Q9EQD0",334553.33,NA,82446.57,1406933.33,108406.6,NA,185883.75,NA,94054.17,691003.62,NA,172147.75,439247,113523.53,197242.25,1176022.5,327674.25,369986.25,95857.15,228202.75,NA,346636.67
"Q9EQK7",1232443.3,616861.5,933210.8,7679986.7,663140.8,393921.8,1142590,653603,610769.5,520044.8,117423,7368345,405260,610111.5,314756.5,1824117.5,539610.8,331445.2,1418242.5,712261.5,166204,589938.7
"Q9EQN9",399151,337474.75,653412.25,770932.33,278440.25,157497.5,285090,1307391.25,56960.03,192930.75,NA,254080.5,192259.25,149598.5,89014.98,707601,217326.75,328318.5,748557.75,216510.5,67384.57,139649
"Q9EQQ2",4018710,3139672.5,2757847.5,4907966.7,3631087.5,388876,2668255,3678910,1764727.5,3055712.5,354618.8,8239117.5,1996805,4761072.5,661209.2,3981247.5,2882337.5,1713332.5,4653032.5,3960527.5,418646.2,2348996.7
"Q9ER00",9913790,18997100,16106325,13866133,11735825,6194990,3910708,13021575,7105698,9065668,3290988,10541062,2489158,12448350,1466992,6014665,8853452,8296638,15948200,8770905,2811162,6854670
"Q9ERK9",55479.13,40119.07,51482.53,NA,158759.5,22575.15,81290.7,NA,96699.98,184876.25,NA,40187.88,74392.4,394769.5,173283.25,79908.65,648959.75,43695.25,33567.2,333865.75,NA,58784.87
"Q9ERS2",93765133,445196750,19005150,38321767,67596625,784347250,45466425,109946425,13918650,64831500,326275750,30635025,84824550,123552000,117317750,21645650,15152075,46787575,5046238,14735075,772765500,27553933
"Q9ERY9",2402243.33,1089399,1540455,3277213.33,3110860,208025,4244410,11054075,1731345,1914552.5,79404.65,3332742.5,1774297.5,1536507.5,1895872.5,5785285,1481702.5,1289765,2384362.5,2912972.5,583618.75,3017450
"Q9ERZ3",685281,NA,696859,582124,96698.85,NA,183094.25,NA,91454.75,71754.02,NA,590903.75,478696.75,50077.5,NA,102475.93,97507.68,294180.25,NA,NA,179202.5,600234
"Q9ES90",NA,9285.79,NA,NA,NA,NA,NA,NA,NA,132476,NA,NA,NA,93623.1,65819.7,NA,421471.5,NA,NA,230865.75,NA,NA
"Q9ES97",21293133,31377225,44018000,43237500,40032175,9253790,41529925,19453050,13917125,17069775,11358915,45544775,10167602,23720050,19429875,34508200,18522700,12176425,6889722,20805250,3990318,12421467
"Q9ET38",NA,609232,NA,NA,NA,NA,18744450,NA,NA,NA,271980.8,NA,NA,792450.2,335353,NA,NA,NA,NA,NA,768613,NA
"Q9ET80",NA,686739.5,771093.75,229850,185291.5,1081157.5,NA,30131.5,71733.77,88779.52,43382350,71714.55,110966,1104750,1170178.5,88303.8,151492.9,148128.25,18871.7,360847.25,3378507.5,266706.67
"Q9JIF3",3352516.7,6885515,980091.8,1469890,5060860,1925070,2009290,4885315,999250.2,2365350,632184.5,1613490,1974152.5,5456535,2290522.5,581473.2,1930232.5,589797.8,4796482.5,1551447.5,1144120,762337.3
"Q9JIG8",7738620,4553610,25092450,20566400,3617517.5,2121857.5,4115525,2940085,4705072.5,5499370,3601960,9345210,8645705,5386205,11734525,8656072.5,8340740,4696257.5,538384.8,10241695,3175322.5,4066350
"Q9JIM1",29852400,7776280,3717560,5791833,10382250,9196990,19282075,36801075,12266450,8572198,8372875,4259828,19816650,13799975,17896600,8845065,22363550,4292285,24163150,42040100,10894625,13538533
"Q9JIP7",NA,576087.67,NA,NA,NA,NA,95687.23,NA,413157.75,711876,NA,NA,NA,80714.35,2291867.5,58007800,NA,63279.03,520479,627183.5,178477.67,NA
"Q9JIS5",4097390,1018349.25,7891080,28234200,58895.3,658197,1035330.5,48690.03,217869.5,191182,172784.92,564336,627577.25,259484,224180.25,587824.75,591100.75,991195,72596.52,93757.05,248976.25,397500.33
"Q9JIT0",NA,25190.25,98597.225,94774.033,44955.6,NA,NA,NA,28027.2,16770.067,NA,NA,NA,26009.2,22857.5,31311.85,7599.835,NA,88604.375,NA,NA,102625.4
"Q9JJ06",971545,609373.2,85748.2,369088.3,517599,192985.5,1991717.5,1792295,908750.8,858490.5,242902.5,3217387.5,3914632.5,812974.5,1893480,4540027.5,1187665,6372572.5,253310,1532520,389994.8,3136753.3
"Q9JJK5",346787.67,604100.5,361244.75,407064.33,362119.75,270811,853029,3080457.5,562766.5,458925.5,98340.38,3256695,1079587.5,506935.75,425861.33,656457,664588.25,668552.5,497494.75,407556,133178.2,474445.33
"Q9JJR8",5326127,4890852,8285588,10065813,5038422,2962412,10192378,5813405,2496590,3721692,2894200,4200052,1291511,6154698,3799588,6526462,5856078,3508542,2345350,4662562,1347052,2409950
"Q9JJZ4",5415630,5295930,4577135,7711030,7113622.5,1204550,1403082.5,1452632.5,2824802.5,5536470,3339102.5,5237057.5,2329812.5,5651522.5,929673.5,2529500,4027917.5,2847592.5,8733585,5688975,1099009,2289996.7
"Q9JKK1",8899403.3,18205725,13724775,9454746.7,7778140,3932385,3266385,6036842.5,4828502.5,7612447.5,1660345,9459492.5,2124575,11268075,550029.2,2216185,10751100,3615322.5,1680482.5,11876225,1027143,3356166.7
"Q9JKN1",1527823.3,1301487.8,624525.8,1334886.7,2601930,439591.2,2795087.5,2921705,1749807.5,2070265,356222.2,6301015,3823527.5,2074860,1955642.5,4363787.5,2330292.5,1634780,636255.8,2447975,466932,1655056.7
"Q9JKW0",13245933.3,13277500,8340880,14308466.7,11552927.5,1037354.2,29412300,18931800,6444740,7177645,1132645,2864355,1344827.5,13026875,4735925,17035750,10429090,3374600,7990705,10716550,462614.8,5959660
"Q9JLJ4",NA,NA,332721.5,426231,NA,NA,595367.75,1731504.25,NA,NA,NA,NA,NA,55670.97,NA,NA,42978.55,NA,948466,NA,NA,NA
"Q9JLL0",547236,208994.8,915740,3695636.7,542866,780220,1635457.5,619218.2,1303832.5,502377.5,1292420,208199.5,224456,604046,592522.8,1146197.5,1568342.5,590458.2,167115.3,951560.8,1443755,537022.3
"Q9QUJ7",2180373.3,477854.8,3126047.5,2176753.3,633383.2,284318,512059.5,528314.8,1455605,861691.2,415702.8,353939.8,2048252.5,776324.5,1311920,542019.5,1626110,425141,607035.8,1210340,1020823.5,760258.7
"Q9QUK6",576499,422429.75,NA,1057468.33,1590050,180159,446657,139698.67,1078567.5,919174.5,67330.02,179546.75,460551.5,1787107.5,1330720,401670.25,2423075,898006.5,99788.57,1036021.25,654316.25,848981
"Q9QUM4",95609.5,97428.05,NA,67600.77,75809.7,166387.5,NA,72306.7,775214,1195190,NA,47153.07,38216,1041675.75,186096.25,151826,6938647.5,NA,NA,6949740,139091,NA
"Q9QXX4",7274433.3,437311,259856.2,1045610,790757,104210200,20704725,70730275,2320292.5,901607.8,772155,3483812.5,5907582.5,879975,1947022.5,1391052.5,797208,2963302.5,599593.2,1735412.5,2915722.5,1002778.7
"Q9QXY9",5390346.7,3771790,1910285,3304756.7,5651982.5,1402095,2739757.5,1995247.5,1398710,6746725,556599.2,1383700,595082,7700167.5,1507062.5,2065542.5,2884190,920717.2,2387207.5,4398960,1520192.5,2271630
"Q9QY33",2402183.3,3069267.5,4235700,5017296.7,2191912.5,1852225,2805082.5,NA,824100.2,1465977.5,1162449,1631652.5,1083535,2184737.5,1864665,2465185,1279962.5,552038.8,709967.5,2925612.5,1192072.5,1100180
"Q9QY42",NA,NA,4147037.5,20295166.67,NA,NA,23337.7,NA,NA,NA,NA,NA,16039.5,NA,145090.25,19854.95,NA,223803,1797005,NA,NA,NA
"Q9QY73",2132646.7,2431220,1424857.5,2481996.7,2088802.5,962144.2,3948460,4573752.5,1544460,1164740,948906.8,2554835,2497007.5,1747455,1318505,3465160,1461800,2336050,877930.5,2015645,788736.5,1609686.7
"Q9QY81",501225.3,205999,218283.8,584796,180057,NA,724552.8,506692.8,575857.5,2019170,257812.5,571099.2,154250,1553812.5,1421235,1629037.5,4225847.5,460972.5,255591.8,4336922.5,139855.6,146786.7
