"Protein1","Protein2","imp_euclidean","imp_mae","imp_absdiff_std","imp_reldiff_mean","imp_pearson_0","imp_pearson_1","imp_pearson_2","raw_absdiff_max","raw_reldiff_max","raw_logdiff_mean","raw_logdiff_median","raw_pearson_3","raw_pearson_4","raw_pearson_5","raw_pearson_6","raw_zscore_prot1","raw_zscore_prot2"
"O35166","P15920",27066133.7116693,4223453.50909091,3932089.91470999,0.381022003380692,0.283151134545128,0.536509918234288,0.00942487264208287,17830247.5,0.924511915391263,14.8853509545166,14.878747917958,-0.681009374172547,-0.731191880016903,0.726728389441827,0.674332201007645,-0.194422314742882,-0.0858054594568217
"O88967","P23818",16080267.6195246,2689746.55652727,2125717.02204461,0.868965507320051,-0.269788618039161,-0.36526539236511,-0.177079865116189,4343757.2,0.976741991449241,14.4152525178913,14.4364467706755,-0.748736162591471,-0.55390394917593,0.664131807269731,-0.324887539984514,-0.264424084086818,-0.158262425543804
"O89051","P28843",118501085.427858,17820312.2863636,17908999.2461167,0.480827448322344,0.623740713501356,0.607809988056692,0.658105161805091,63058572,0.80531151881565,15.6591225394146,16.4352818716582,-0.71114518762854,-0.592537273293436,0.694579300614191,0.815412433102462,0.842535924862579,0.0218568563728192
"P19783","P28843",1218242347.82719,138866500.095455,219489957.459931,0.558976671597557,-0.362351606325835,-0.527040321380117,-0.261762020031252,741340577.5,0.991097957304239,17.5270054054029,17.811041913025,-0.781591045354906,-0.592537273293436,0.617859595402181,0.815412433102462,0.84547655972681,12.6833085590188
"O35683","P29533",116083637.48342,13446251.9,20777800.3340765,0.691951590994801,-0.15831451267611,-0.0724967484573618,-0.279096972246582,85911795.8,0.980049117606792,15.5105584712931,15.7931183445068,-0.756747663987885,-0.733017104677265,0.650080015896654,0.67984569306768,0.303217110391854,0.822489942234512
"O08530","P35546",9571189.5755051,1215681.03462273,1638933.98801487,0.738041584480014,0.822102552710316,0.767595107067209,0.892450722433239,6007335.75,0.934156181235784,13.380611431042,13.4214743943727,-0.708576242959238,-0.358787784977654,0.701121242125526,0.600686920123259,-0.266006197700368,-0.21664988524967
"P16092","P35951",31305258.0843229,2671455.48636364,6116343.03463929,0.399196367811068,-0.24771085038035,-0.137919711940903,-0.344475937359231,28361260,0.975604772407985,13.1832634514577,13.0494598698659,-0.655444767158578,-0.740272006645718,0.737166215552648,0.686030384797906,0.0138398306824412,-0.108185668443571
"P36371","O70577",106028763.499601,12681315.5595682,18713330.0498293,0.90648311918077,-0.131482277917271,-0.00628911924525399,-0.292961146726716,78499257.5,0.998370713269959,14.949014683541,15.1005197210792,-0.752658138268459,-0.10541603736352,0.652943325572293,-0.380517530626275,0.174164010165413,0.442264148207367
"P43406","E9PUL5",81327290.9091883,12636378.4781818,11872831.6750755,0.936224555990338,-0.0565379229462996,-0.440489060842747,0.35053095709391,62598035,0.996587455991155,16.0755158707041,16.2048349811966,-0.716144724939439,-0.712573566778942,0.696938049369271,0.700599883571831,0.0257959679067871,0.508207535172814
"P43023","P49070",19282150.8619004,2858000.80193182,2954977.56503206,0.666071996211425,-0.309492717624971,-0.627394200213488,-0.0805249360712034,13246533,0.920467519817534,14.3352010834222,14.5284061976867,-0.110813050169443,-0.545332227095775,-0.281371794821298,0.856993852135869,-0.133591454861527,-0.132017042817447
"O08581","P51830",8369740.68212741,1400690.82253636,1105564.31330198,0.625259858293427,0.596620997020603,0.531703847392148,0.674914057234332,4113476.67,0.924828372348615,13.7039661293477,13.6859037625947,-0.211418377212206,-0.642775839400148,-0.0955315642317313,0.791573245498514,-0.320577195165156,-0.252445018884025
"P25118","P54830",5692678.84867768,606948.558254545,1051018.73355206,0.785692286213309,-0.2910197824695,-0.188562007110034,-0.41314210899714,5300419.68,0.967753423215096,13.6650288326676,13.3001783103129,-0.20929596126066,0,0.0773816915683193,0,-0.26727329505794,-0.176377939359547
"E9Q9K5","P55850",105848419.236109,6014068.46024545,21750830.10642,0.601607512643932,-0.0540292679556808,-0.034640537623689,-0.0846003274409351,7276795,0.863977105919963,14.1194944705843,14.5491692048356,0.0153069740621779,0,-0.223445689835631,0,-0.610449814648044,-0.13497866412326
"O70472","P56402",23010559.7106877,1969642.89443182,4493110.93536152,0.894870742089455,0.228003742476403,0.230671913662413,0.233255068351063,22411881.25,0.935109628902909,13.6458046565726,13.5705368643135,-0.778890610042659,0,0.606821853811142,0,-0.0746796652121115,0.0293624881162318
"P15208","P56402",26350033.6121044,4260510.09897727,3661727.44059358,0.947853296683766,0.160856389836041,-0.00258130288126183,0.338736800404054,19107463.75,0.956277527452137,15.005245356323,14.8732036818133,-0.68373331920405,0,0.789162953732338,0,-0.140517314220659,-0.0363815201767018
"P11911","P57716",90041204.8315063,17285887.9637273,8349676.82616189,0.883629321430726,0.245367002980993,0.223839179793747,0.292671921289953,31441065.2,0.987920816050965,16.6138502579587,16.6787613286069,0,-0.640800299886411,0,0.780741744463038,0.796187678658315,-0.336439770061308
"P09925","P59268",23292714.4036719,3579198.02975455,3442488.90203962,0.744177776162523,-0.46009209916275,-0.442025776325669,-0.461105489688319,13664942.43,0.992128633889811,14.2685331064166,14.4267535433943,-0.695824055498934,-0.354208674044509,0.73265368624162,0.00941363417977103,-0.16629177932635,-0.0777698992954192
"P55086","P59268",873753.641744797,144520.728045455,117540.733383823,0.526463374546525,0.533743334502928,0.612825457380298,0.462036035275469,428839.25,0.559955867100293,11.3886577386478,11.3138609233965,0.832332288044283,-0.354208674044509,0.0869766234646129,0.00941363417977103,-0.321326517055242,-0.336455188696096
"O35379","P60202",72118399.9638804,5621340.26363636,14311272.3426476,0.457991969639985,-0.259657193626276,-0.449564244676229,-0.0911257266300535,70068079,0.983140205600219,14.3736771958056,14.5795194158339,-0.730266175771617,-0.643620455236698,0.687867622827771,0.764624186192367,0.394528374967184,-0.00121777069361839
"P61793","P56400",35561536.6801481,4639520.79213636,5996474.42282424,0.639362286915015,0.463050935171875,0.554994326544317,0.435641561706933,29502567.5,0.915004944971961,14.7492653220434,14.7431826592822,-0.576412683380661,-0.0695353034222261,0.798004397303745,-0.0597317908742102,-0.0523582446057222,-0.165660289893947
"P63082","P16872",127250599.44895,20070351.6866273,18254136.1315099,0.986580235617758,-0.0248629108098738,0.199809944870671,-0.30241643798991,24777515.18,0.993376041512997,16.7391466279416,16.8038756243802,-0.682106084418775,0,0.723375400581924,0,-0.729644149712445,1.26233750804862
"P35436","P63141",4659268.78050311,386176.492018182,915221.665729292,0.628925522998536,0.422662400461725,0.443265780255773,0.460924728062541,4449173.25,0.897104470643529,11.8465357145456,12.1067508047635,0.646560542125203,-0.683612842412506,-0.146218722659977,0.707262761299306,-0.259111052166981,-0.269133356563569
"P40240","P70126",121554129.675469,20914874.1725727,15302856.6625509,0.985900726138626,-0.198802188299657,-0.0495507537391984,-0.329859774615871,46405590.2,0.99641592001984,16.6821340755916,16.7002587274336,-0.657036888783289,-0.211229292464114,0.624929287082812,0.99993786070153,-0.51883667147423,0.821805579064387
"P56677","P70206",25502384.2424031,3879413.95940909,3809526.59514809,0.676326298420504,-0.332024227077949,-0.223777097659083,-0.455055812556281,18294065,0.969520284353486,14.7732448072173,14.9843915594431,-0.0303409260326765,-0.669256657591786,0.00425676286914813,0.746895616781591,-0.163622931417456,-0.0853555964224331
"P43252","P82349",47517717.7831564,6855114.95752273,7459272.08105017,0.834554184036801,0.0991044939287206,0.15895608476572,0.029511234655371,24980769.75,0.980704501369258,15.163661818116,15.2306135507011,-0.0861340610634511,-0.660490730708159,-0.139059801128266,0.748337248911806,0.192815389177779,-0.0798182568979837
"P70387","P82349",36823226.3914499,5051165.96363636,6009976.15653873,0.412256029038639,0.523437274586422,0.517556671021577,0.535611187839672,17598115,0.899060524943487,14.5504283196964,14.5274735331585,-0.75487284599341,-0.660490730708159,0.651715043111144,0.748337248911806,0.0201530755614658,-0.166139505107385
"P54761","P82350",43572798.7723741,6003380.98238636,7089351.68860788,0.82634275773898,-0.315254400609924,-0.437714304781573,-0.167270397517756,25337655.2,0.948690006690418,15.233461554446,15.2117493318851,-0.701214939131893,-0.157336467482083,0.771447471620624,0.0449948429035574,0.0792589909659681,-0.0286245337866416
"B2RXV4","P83093",3780643.96464167,616510.888954545,519238.249352397,0.47484603681382,0.34796489154453,0.488346850817565,0.193981407507228,2108021.5,0.818683926654417,12.8965656863661,13.1113117139874,-0.107860085512005,-0.695468959937865,0.0727036966744368,0.704737709727852,-0.28891843627762,-0.264186029479411
"P56402","P97333",29691324.014489,4125189.87625,4801498.3854514,0.915492646526346,0.014066061202059,0.0886408181141915,-0.0773804575198368,20333398.75,0.974173488691407,14.3140573870822,13.9024769880276,0,-0.737366031667055,0,0.668164203357422,-0.0300326061402909,-0.172339570832915
"P20491","P97363",44386637.0167145,6443814.15,6930411.40081257,0.587735376887935,0.0999438036258009,-0.188581053385836,0.45566900352289,28017982.5,0.878554773841276,14.9382745212526,15.0951918832531,-0.776911912510547,-0.698793684722448,0.626431731404454,0.72471286292739,-0.119336110897307,0.116463448838037
"P41272","P97363",12458737.1349666,1771423.68339091,1979272.2485398,0.82091648758497,0.0649933093733193,0.130105529463804,0.00904359581333729,3505940,0.952425995328058,14.0006716989274,14.0186549669919,-1,-0.698793684722448,1,0.72471286292739,-0.262887883854182,-0.278900907611589
"P30548","P97441",7385039.74281734,396210.961631818,1523828.65936748,0.326516169871227,0.496363095156984,0.127111538382017,0.770303026699391,7360506,0.901167568425258,13.7262915247992,13.7262915247992,-1,0,-1,0,-0.162182652737687,-0.16230675692242
"O88587","P97449",340505355.119091,38224875.7272727,61717388.1969396,0.404966529101447,0.0374890218692569,0.0152971125568205,0.0676447459720456,289106750,0.854437258623785,16.4814989248028,16.8564479989453,-0.724369999839685,-0.690482910790709,0.694097288979374,0.724469357534651,2.315633896973,0.321381876704139
"P97370","P97449",334171793.775367,32180373.0909091,63563892.9399902,0.383654496903458,-0.086678654113353,-0.262209622352408,0.118243088237403,304329805,0.941800422574141,16.359365397309,16.4255290008212,-0.764045963886989,-0.690482910790709,0.654035129349515,0.724469357534651,2.87510369774788,0.271404207815242
"P61166","P97468",29346077.227369,5098909.61698182,3625772.04585709,0.672680535559776,-0.225503127185883,-0.136598640700156,-0.331491989982189,14496067.2,0.974323600349905,14.9464653686258,15.4368273737806,-0.572555534108182,0.285560841008352,0.390824891289907,-0.0285953223655353,-0.130123075604998,-0.024042476154258
"P04756","P97742",90036127.3090646,13308651.1927955,13833194.4254016,0.990772425893619,-0.201870122773381,-0.112199446721913,-0.27859834174045,12707998.93,0.986239969168217,15.1621276687425,15.3641411662715,0,-0.670522941391065,0,0.810126044637698,0.054228510116667,-0.742573565198085
"P63141","P97742",89562821.1357926,13130331.2160273,13863909.6172649,0.926070259014187,-0.220449517737603,-0.122534432846407,-0.282361026960685,40938425.83,0.996024160005389,15.9716622970701,15.9582874906843,-0.683612842412506,-0.670522941391065,0.707262761299306,0.810126044637698,0.443843164180966,-0.282876775159788
"O08705","P97751",29374261.2660627,1448529.92938636,6092789.9561236,0.669051748600544,0.494761848467551,0.587611037717447,0.390243075040296,29356712.75,0.963221078962696,12.9573186677848,11.6454408291188,-0.181044577057018,-1,-0.191425065401075,-1,0.014601613563279,0.318253118102715
"O55022","P97799",340199708.419853,58478460.1598773,42906756.6994277,0.971900716009282,-0.232585981103539,-0.232366117186717,-0.231634556991464,96676697,0.997669316000062,17.6443435156075,17.7423426426742,-0.728039824108793,-0.737790998015201,0.686105734848689,0.48598240671578,-0.752596147383759,2.10947082268544
"P98197","B1AWN4",67557080.4263567,6666164.51074091,12767730.3305843,0.839584266261635,-0.0207543633559977,-0.0177986548122343,-0.0151645419341241,63441777,0.991518317264252,15.1760471887425,15.2132099463038,-0.746939180367619,1,0.664727826450202,1,-0.000748583971925302,1.01154649159082
"O35379","Q00993",14469726.5341691,1875310.47272727,2449523.32888911,0.30516792670311,0.274015739110918,0.372785482150759,0.164126617023267,11629335,0.600097837537569,13.7698284812921,14.1379455336023,-0.730266175771617,-0.745923590006149,0.687867622827771,0.666639902690466,-0.196053116797064,-0.225752869985807
"O88983","Q00993",35401686.1422458,6405010.14090909,3992879.87775978,0.565639857979607,0.401649899593008,0.590377710238118,0.135867990998021,13418860,0.887898385893143,15.2484954455204,15.7303077059311,-0.81168869458012,-0.745923590006149,0.574322094971021,0.666639902690466,-0.154267795093484,-0.0112373688681414
"F7BWT7","Q01815",20635534.956096,2969523.3672,3246171.06128429,0.82012800431646,-0.134974385272984,-0.0256902150353203,-0.251203237426758,12909942,0.954732725670302,14.9442051105432,14.8854457420828,-0.658982867937187,0.43308174114,0.731299447102488,-0.0640977158686887,-0.178218606655601,0.00279543488661892
"Q03145","P63024",97229946.6032063,18565119.2409091,9222162.44366242,0.907703870699366,-0.0110370615573104,-0.0945358581060548,0.0244903356063739,46747601.2,0.987662487233534,16.6191971228737,16.5626491615891,-0.628430751944019,-0.78463409391292,0.777916315341295,0.63980535376603,0.670446039882099,0.135175029438659
"A6X919","Q14BI2",14271076.2727222,2199923.55768182,2101850.023515,0.862278092405921,0.0678162492992215,-0.063232740381371,0.236298552113956,8694295,0.984351767244791,13.9440411363557,14.702297366131,-0.810814626546894,-1,0.567519245712159,-1,-0.210247052960892,-0.11596063789421
"Q14BI2","P10852",303951820.360229,49516782.4440455,41802920.0485372,0.98424118660067,0.203436676699125,0.192677366936303,0.210335509137074,110225637,0.997651051979673,17.9686448274064,18.0857494135252,-1,-0.664610035169207,-1,0.738744975582851,4.85459068885321,-0.852989478000648
"Q14CH0","Q03145",4814319.44231234,765322.92835,683967.35801119,0.72248470100791,-0.204246255329103,-0.128327751446697,-0.228660547996393,1776723.2,0.974863109982223,13.1394034771756,12.787166491178,-1,-0.628430751944019,1,0.777916315341295,-0.245786623558815,-0.268256047074051
"O55022","Q2HJ10",339477756.5833,58452430.1325273,42681719.67124,0.986291239179709,0.0640203989139471,0.0628745569166542,0.0769371165298947,117881725.25,0.997763335483034,17.896501023953,17.8042664410072,-0.728039824108793,-0.270957631822048,0.686105734848689,-0.657016392858347,-0.480351253122476,4.21085337988901
"P04756","Q2HJ10",3273481.17015602,383465.370186364,583121.451112982,0.495328085850368,-0.230662645407083,-0.278373888299739,-0.170129756372326,0,0,0,0,0,-0.270957631822048,0,-0.657016392858347,0,0
"P70245","Q3KNM2",56812125.3671628,8331297.47727273,8792006.18415382,0.548914632468375,0.0198842133043212,0.128809761978194,-0.0894440923126184,39982512.5,0.878263868429051,15.467331849471,15.5479696852239,-0.647084913702954,-0.705483717385223,0.756189636822533,0.705806854473424,-0.0497889026798256,0.238164084017576
"O35598","Q3TA38",73820563.4316721,12132459.2772727,10025311.3459849,0.785787217704925,-0.133688064855519,-0.0961680944948166,-0.153892408246675,36166551,0.989467672701904,15.9598664386467,16.1701557171688,-0.6818171726767,-0.772040448580084,0.705889415281056,0.631777651635292,-0.00616593781426382,0.394641745795603
"Q3TBT3","O35153",20667292.084192,2407107.56363636,3690684.16907641,0.395613939824947,-0.0707453794399888,0.103957438463751,-0.216889134218701,15055637.5,0.87601214611706,13.5014233209969,13.7702302464203,-0.760870162230572,-0.639490486303983,0.64909748441862,0.792360085094176,-0.191099907846413,-0.0990011817304643
"Q3TBT3","P01901",354076585.969422,53803743.1227273,52950958.3153903,0.895863037938588,0.823169596753538,0.816880713359815,0.832167642002788,201982400,0.982895648306975,17.1776021464928,17.2553971583113,-0.760870162230572,-0.734536661288936,0.64909748441862,0.673264963220512,3.24033962842102,0.376491002758302
"P23979","Q3TCT4",7297086.86341232,711894.1183,1383310.02091889,0.842137711616145,-0.0822242029355068,0.0128769268486852,-0.182023264125,1580093,0.920387320167055,12.3910447422692,12.7114662948203,-0.330525859723634,-0.714697454558737,-0.0827835036735549,0.699254670834514,-0.281908427192296,-0.295500121462793
"P27512","Q3TCT4",11522280.5817212,1414688.83758182,2008316.46643717,0.54220987237888,-0.136129874554742,-0.370407844394795,0.138409886098118,6155898.5,0.960294735281716,12.8278690521674,13.3126562644671,0.597432708012655,-0.714697454558737,0.397011974779502,0.699254670834514,-0.198427905853324,-0.200454303490517
"O08715","Q3TD49",16364481.6968465,1988279.99545455,2866932.15602324,0.580115264272127,-0.0922556691998166,-0.00844755797777249,-0.194115292592078,10766838,0.973392778828782,13.4134491218971,13.6316109388234,-0.730898895394282,-0.713473460804144,0.678791837547455,0.698844394055283,-0.178976439795057,-0.140191318953254
"O08579","Q3TP92",26253495.2854081,4650015.92727273,3115560.33173782,0.629012038923774,0.20908260438178,0.183000679574135,0.183724778207743,11247645.2,0.901368835221629,15.0555246850133,15.3512449098471,-0.701018586207573,-0.71546541781476,0.73181556315613,0.698054425538582,-0.155824766812988,-0.0372783299018057
"Q3TRM4","E9Q137",9231787.2798015,1596133.91363636,1151634.01765771,0.276726316709261,0.76981342384008,0.794686790658059,0.735794785774663,3996614.5,0.811853681736307,13.9584343339961,14.3086884534189,-0.762495652836898,-0.743999991963906,0.661370288082099,0.704776632113373,-0.252153408642949,-0.276642522942265
"Q3TZM9","P35803",77626988.6732231,6397685.18181818,15263564.9139146,0.387287688278698,0.0865520979155671,0.0627663172343682,0.115326215869871,63599085,0.938807887251093,14.2072849888066,13.7941961050666,-0.78344243670551,-0.539637589032697,0.621461293287675,0.841553976776456,0.445201164706839,-0.0110814383352442
"P19783","Q3U1N2",1246536310.75689,158444504.3033,213365907.780848,0.980406905622035,-0.552193594908426,-0.680879113061318,-0.400487786060311,126660175.38,0.998319018469819,17.7201917962558,17.920581563665,-0.781591045354906,-0.235462330522866,0.617859595402181,0.462844852377033,-1.22571838849231,4.78549788404331
"Q3U2S8","P41731",9706408.9073989,1539057.55893636,1383391.97994395,0.691240353039414,-0.0547261989435751,-0.0135052867572118,-0.0942697988954719,5664685,0.96264878666686,13.8396045776492,14.1570907386419,-0.293643258240965,-0.707530230758281,0.347975586674282,0.703734165501012,-0.233206864104379,-0.223175907821467
"O70503","Q3U9G9",170221073.990365,28522306.6545454,22439545.5904435,0.714783989670068,0.00718021674761915,0.462530678152574,-0.398335132255303,76086364.5,0.973904399759025,16.6440678152136,16.891453270803,-0.719513586305236,-0.722759955506244,0.752580951936159,0.688764889269659,0.228660995578576,1.37767275005324
"A2ARI4","Q3UDR8",29177754.8174824,5243657.02,3346848.71751445,0.799872510980532,0.652344749244539,0.734158242914851,0.577508299704725,12886702.5,0.936009658971894,15.2667558626796,15.4335109105414,-0.780104875245788,-0.689892181627737,0.661259630562772,0.726189851857563,-0.00734843836295395,-0.131470604712199
"P35546","Q3UFJ6",4400705.68930789,580352.491059091,737206.40561576,0.733912959905912,-0.127831940041488,0.0335515697816498,-0.315687899679112,1836768.75,0.87640616305139,13.1262866264188,13.030816476713,-0.358787784977654,0.598767087410687,0.600686920123259,-0.492731389936489,-0.276277793768004,-0.324603862642145
"P19783","Q3UHH8",1246341848.81129,158449542.179259,213310522.790385,0.984715054754699,-0.469881945532085,-0.311952193756958,-0.656036868621391,745372774.2,0.999629247117231,18.0366590318734,17.9912241786369,-0.781591045354906,-0.155005335326428,0.617859595402181,-0.353721777292821,0.235324395270414,12.2069298063293
"Q3UJU9","Q3U9G9",45706165.2780662,6018896.33636364,7663541.36050657,0.486272155816749,-0.177486298473688,0.224297975120581,-0.536693068672094,36891214.5,0.947631020349366,15.0279781366024,15.0483980123932,-0.665859825283179,-0.722759955506244,0.762953268981604,0.688764889269659,-0.0746219843353282,0.0975280672223704
"P14094","Q3UN04",630449066.819614,84281165.0068591,104705886.959102,0.971593511109015,-0.279574023486557,-0.283108775427241,-0.297174663533953,371314270,0.999253312836926,17.604292869046,17.3881299167842,-0.733369091339015,-0.614948290751885,0.681674837545339,0.674084213573561,0.727611571631178,6.26879923953086
"P55096","Q3UN04",145505441.156518,23162227.2341318,20636552.3639605,0.958385344563395,0.200884963233528,0.271348196478062,0.0948230627842045,99095470,0.994730398172343,16.7013924595193,16.7957697788726,-0.646457346772578,-0.614948290751885,0.765303871991563,0.674084213573561,0.274078882963988,1.22302070114597
"P15261","Q3UVK0",89473100.6444454,11922561.6727273,14890801.3833608,0.545582069767009,0.217198205861057,0.408867266653516,0.186583617571353,63332747,0.951982938944946,15.4486388706327,15.5512504974579,-0.769411658853737,-0.660838574242301,0.633968956708121,0.487580714179389,0.555744144036585,-0.00814926407937872
"Q01815","Q3UVK0",99353865.1238346,14553678.0944727,15390936.6797171,0.902442604756023,-0.191523728305574,-0.434785447461285,0.0588788394079949,64695271,0.992796832234059,16.1120440735108,16.2454623460299,0.43308174114,-0.660838574242301,-0.0640977158686887,0.487580714179389,0.845131290424192,-0.12215223457847
"P03903","Q497J1",5507988.48701838,550779.212336363,1037130.36957327,0.893429325711115,0.0362821277429805,0.127449334268337,-0.0840367833289458,4065951,0.890285545122539,14.2217510229986,15.0127132466876,-0.091073200377813,0,-0.204767274100175,0,-0.229318062624263,-0.221147009158099
"P18762","Q4PJX1",18002669.7766839,3061289.73925455,2315199.10786891,0.860504002248451,-0.053589305945658,-0.04039684380895,-0.0792711199815207,11734286.25,0.974461696021498,14.679469345127,14.7205136346483,-0.118987021386597,-0.770937793511022,-0.172242325817809,0.6342671787235,-0.105971347090027,-0.176450606731008
"Q52KR2","P70193",2407227.41638732,333423.205454546,390162.034382914,0.388158722824208,-0.00548538512419916,-0.106714237856867,0.0654828453486628,1870475.32,0.888675641929217,12.0439854801048,12.4532525546539,-0.618068381424736,-0.741000173291797,0.78056698269888,0.66485873472697,-0.276073775584507,-0.275293656661433
"P55850","Q5NC32",3593202.24265382,430394.788909091,633741.757040538,0.7227183158262,-0.188273283194857,-0.0725791651987551,-0.293235507342941,2236529.13,0.970865762337342,13.4402543345081,14.4713792396511,0,-0.101308528453519,0,0.979134266140681,-0.263110943552197,-0.287427588592024
"P97300","Q5RL79",210859763.694898,33482862.37175,29998177.4811146,0.917089293811084,-0.183163808644215,-0.202595052061326,-0.169116011620268,151973057.75,0.997978181015622,17.0855056509488,17.0222025909611,-0.664076767717116,0.0345651464104346,0.747313656624017,-0.110108907281748,0.386227713010848,2.19576504188232
"A2A8L5","Q5SWZ9",17243490.7487427,2313515.8838,2857097.59610635,0.906620938391724,-0.133383397546184,-0.413828635595703,0.129158246655156,13855472.35,0.994794269360419,14.0965140572516,14.1781740594169,-0.756164237641244,-0.967013421591541,0.646636887511953,0.367951003291539,-0.217789584381672,0.0406710033027994
"P43023","Q5SYH2",18817174.3725487,2675965.52920455,2988984.61073096,0.701630783885875,-0.514811642625888,-0.557077173528461,-0.452655608272412,13868113.5,0.951654390061812,14.3860513926209,14.2982374027359,-0.110813050169443,-0.767150362122402,-0.281371794821298,0.651069238999508,-0.138398684216579,-0.121557136245412
"P09925","Q5U4D8",20424074.0829565,3235597.22318182,2914094.55414958,0.507329420468966,-0.0359758595452362,-0.223242910020867,0.11066280083499,11034242.5,0.960427415554019,14.3026654634485,14.7963629982072,-0.695824055498934,-0.695292870785298,0.73265368624162,0.703535507153728,-0.180315890270024,-0.141173782894242
"P48962","Q60720",1439096918.5794,160633556.144545,261406238.636046,0.954578190761238,-0.126339694504784,-0.149113730026698,-0.0999126759436114,1056751631,0.999846931551943,17.9888407824096,17.7499818021596,-0.776993203629051,-0.977431992983332,0.628232336428058,0.978384762082627,0.936291777000316,14.2037447155899
"P09925","Q60931",133407388.018964,20332388.1590909,19889009.0667957,0.727523746311245,0.690607571763682,0.717725120550146,0.657819897345582,74840902.5,0.966194757905511,16.4930801895759,16.3424444425507,-0.695824055498934,-0.778608574556223,0.73265368624162,0.625892572037378,1.00719953219263,0.215644721251971
"Q3UN02","Q60936",41443278.6025015,6730842.63181818,5724159.34903799,0.708681981440989,-0.193324857760397,-0.224594918942762,-0.191832133360675,21962683.2,0.979564411845129,15.4198598130181,15.3386398994683,-0.663708416350518,-0.783062373290443,0.736327482743422,0.617141789521636,-0.0331063287443048,0.00951900568878259
"P36371","Q61090",67228286.400424,8258556.07272727,11714714.9645165,0.561795348406913,0.0900703357451249,0.0898880095926948,0.193986017663394,42225172.5,0.92540936838409,14.9044523575012,14.4843272401845,-0.752658138268459,-0.752304033386591,0.652943325572293,0.526104620664781,-0.0513498638756401,0.365430448411713
"Q0VBU9","Q61090",8056109.23292757,1426068.13236364,957272.379156538,0.933390434656406,-0.0402547131257227,-0.0112668914410329,-0.021594485701375,1324452.8,0.842956022428753,13.7839485250075,13.7439037552767,0,-0.752304033386591,0,0.526104620664781,-0.257132623232075,-0.29398428961895
